	NotOutlier_PAM50_Basal_Basal	NotOutlier_PAM50_Basal_not-Basal	Outliers_PAM50_Basal_Basal	Outliers_PAM50_Basal_not-Basal	fisherp_PAM50_Basal_Basal	fisherp_PAM50_Basal_not-Basal	fisherFDR_PAM50_Basal_not-Basal	fisherFDR_PAM50_Basal_Basal
KIF1A	9.0	53.0	9.0	5.0	0.00035264834361254055			0.0006785555806004335
CSAG3A	12.0	50.0	6.0	8.0	0.08338701908859			0.08338701908859
LY6D	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
LMO1	11.0	53.0	7.0	5.0	0.005349759731782648			0.005854454046101766
PTCHD1	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
BPI	6.0	56.0	12.0	2.0	4.537777592326374e-08			6.647178973994173e-07
AKT3	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
ABCA13	7.0	55.0	11.0	3.0	1.4741855392222038e-06			1.1970386578484295e-05
B3GNT5	5.0	57.0	13.0	1.0	7.275333201716377e-10			2.6852593453607718e-08
HSPBAP1	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
PRTFDC1	8.0	58.0	10.0	0.0	4.5842613613752915e-08			6.647178973994173e-07
PDXK	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
ALX3	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
VGLL1	6.0	57.0	12.0	1.0	7.106139406327627e-09			1.5184697889310614e-07
KRTAP6-3	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
CHODL	4.0	58.0	14.0	0.0	4.452468299704041e-12			9.038510648399203e-10
POU5F1P3	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
LYPD1	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
TBX19	8.0	58.0	10.0	0.0	4.5842613613752915e-08			6.647178973994173e-07
NFKBIE	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
FAM107A	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
NES	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
NOTCH1	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
OCA2	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
FOSL1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
USP1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
NKX2-5	8.0	53.0	10.0	5.0	7.554317669612567e-05			0.0002004202022657018
IGF2BP3	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
ZNF556	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
FRMD5	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
C10orf38	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
FOXL1	3.0	58.0	15.0	0.0	2.8725601933574536e-13			1.1662594385031262e-10
CCDC77	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
COL23A1	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
WDR91	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
BRUNOL4	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
MAGEA3	12.0	50.0	6.0	8.0	0.08338701908859			0.08338701908859
PRDM13	9.0	55.0	9.0	3.0	5.0751370864810313e-05			0.00016889390632059825
L3MBTL4	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
SRrp35	5.0	58.0	13.0	0.0	5.6101100576270406e-11			6.370692182823299e-09
MDFI	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
CSAG1	12.0	51.0	6.0	7.0	0.06710078765430523			0.06743296977140575
NRTN	8.0	58.0	10.0	0.0	4.5842613613752915e-08			6.647178973994173e-07
EPHB1	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
COL9A1	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
SLC27A6	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
PDIA2	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
ACTR3B	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
MTAP	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
LOC389458	12.0	51.0	6.0	7.0	0.06710078765430523			0.06743296977140575
S100A2	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
CYB5R3	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
LOXL4	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
RELB	9.0	56.0	9.0	2.0	1.448163533491406e-05			5.422087442077598e-05
PLEKHG1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
CKM	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
C18orf51	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
MAGEA4	11.0	52.0	7.0	6.0	0.009891183991819767			0.010376797676172675
MLXIP	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
RYR3	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
SERPINB5	8.0	57.0	10.0	1.0	4.4870194537097047e-07			3.876021060013064e-06
UCHL1	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
FOXC1	6.0	58.0	12.0	0.0	5.984117394802204e-10			2.6852593453607718e-08
THBS3	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
HAO1	8.0	56.0	10.0	2.0	2.3917234916154072e-06			1.3871996251369361e-05
DUOX2	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
ANKS6	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
TRIM43	11.0	55.0	7.0	2.0	0.0004246480018681399			0.0007561714419230913
SIX3	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
REV3L	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
OLAH	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
GNG4	12.0	52.0	6.0	6.0	0.029570689118647266			0.030014249455426974
CYYR1	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
RGR	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
SCEL	7.0	54.0	11.0	4.0	4.959785123076492e-06			2.455698487767141e-05
NTRK3	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
FAM19A3	7.0	57.0	11.0	0.0	6.4970417429281065e-09			1.465443859793784e-07
PPARA	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
DMN	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
SLC2A12	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
KRTAP8-1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
ART3	5.0	56.0	13.0	2.0	5.0485245398257124e-09			1.3270660340237836e-07
TRIT1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
CCDC67	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
CXCL16	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
ATOH7	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
